B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P49368,F,F,F,T,Chaperone; Cytoskeletal,CCT3,T-complex protein 1 subunit gamma,"CCT-gamma; CCT3; CCTG; chaperonin containing TCP1 subunit 3; chaperonin containing TCP1,subunit 3 (gamma); hTRiC5; PIG48; T-complex protein 1 subunit gamma; T-complex protein 1,gamma subunit; TCP-1-gamma; TCP1 (t-complex-1) ring complex,polypeptide 5; TCPG; TRIC5",,"60,534","Component of the chaperonin-containing T-complex (TRiC),a molecular chaperone complex that assists the folding of proteins upon ATP hydrolysis. The TRiC complex mediates the folding of WRAP53/TCAB1,thereby regulating telomere maintenance. As part of the TRiC complex may play a role in the assembly of BBSome,a complex involved in ciliogenesis regulating transports vesicles to the cilia. The TRiC complex plays a role in the folding of actin and tubulin. Belongs to the TCP-1 chaperonin family.",http://www.phosphonet.ca/default.aspx?search=P49368,,,,https://www.uniprot.org/uniprotkb/P49368/entry,22628,https://www.phosphosite.org/proteinAction.action?id=22628&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P55072,F,F,F,T,Chaperone; Enzyme - Hydrolase,VCP,Transitional endoplasmic reticulum ATPase,15S Mg(2+)-ATPase p97 subunit; CDC48; IBMPFD; MGC131997; MGC148092; MGC8560; p97; TER ATPase; TERA; Transitional endoplasmic reticulum ATPase; valosin containing protein; Valosin-containing protein; VCP; yeast Cdc48p homolog,,"89,322","An ATPase enzyme present in all eukaryotes and archaebacteria. Is necessary for the fragmentation of Golgi stacks during mitosis and for their reassembly after mitosis. Is involved in vesicle transport and fusion,and in the formation of the transitional endoplasmic reticulum (tER). tER contains ER exit sites involved in the transfer of membranes from the endoplasmic reticulum to the Golgi apparatus. Vesicle budding from the tER is an ATP-dependent process. Is part of the complex containing NPLOC4-UFD1-VCP that binds ubiquitinated proteins and is necessary for the export of misfolded proteins from the ER to the cytoplasm,where they are degraded by the proteasome. The NPLOC4-UFD1-VCP complex also regulates spindle disassembly at the end of mitosis and is necessary for the formation of a closed nuclear envelope. Regulates E3 ubiquitin-protein ligase activity of RNF19A. Component of the VCP-AMFR complex that participates in the final step of the sterol-mediated ubiquitination and endoplasmic reticulum-associated degradation (ERAD) of HMGCR. Involved in endoplasmic reticulum stress-induced preemptive quality control,a mechanism that selectively attenuates the translocation of newly synthesized proteins into the endoplasmic reticulum and reroutes them to the cytosol for proteasomal degradation. Plays a role in the regulation of the stress granule (SGs) clearance process upon arsenite-induced response. Involved in DNA damage response: recruited to double-strand breaks (DSBs) sites in a RNF8- and RNF168-dependent manner and promotes the recruitment of TP53BP1 at DNA damage sites. Recruited to stalled replication forks by SPRTN: may act by mediating extraction of DNA polymerase eta (POLH) to prevent excessive translesion DNA synthesis and limit the incidence of mutations induced by DNA damage. Required for cytoplasmic retrotranslocation of stressed/damaged mitochondrial outer-membrane proteins and their subsequent proteasomal degradation. Essential for the maturation of ubiquitin-containing autophagosomes and the clearance of ubiquitinated protein by autophagy. Acts as a negative regulator of type I interferon production. By controlling the steady-state expression of the IGF1R receptor,indirectly regulates the insulin-like growth factor receptor signaling pathway. Belongs to the AAA ATPase family.",http://www.phosphonet.ca/default.aspx?search=P55072,,,,https://www.uniprot.org/uniprotkb/P55072/entry,2639,https://www.phosphosite.org/proteinAction.action?id=2639&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,PN925,https://kinexus-ca.myshopify.com/products/ab-PN925,PN926,https://kinexus-ca.myshopify.com/products/ab-PN926,PN927,https://kinexus-ca.myshopify.com/products/ab-PN927,PN928,https://kinexus-ca.myshopify.com/products/ab-PN928,PN929,https://kinexus-ca.myshopify.com/products/ab-PN929,PN930,https://kinexus-ca.myshopify.com/products/ab-PN930,PN1007,https://kinexus-ca.myshopify.com/products/ab-PN1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q02790,F,F,F,T,Chaperone; Enzyme -Isomerase,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4,"51 kDa FK506-binding protein; 52 kD FK506 binding protein; 52 kDa FK506-binding protein; 52 kDa FKBP; 59 kDa immunophilin; FK506 binding protein 4,59kDa; FK506 binding protein 52; FK506-binding protein 4; FK506-binding protein 4 (59kD); FKBP prolyl isomerase 4; FKBP-4; FKBP-52; FKBP4; FKBP51; FKBP52; FKBP59; HBI; HSP binding immunophilin; HSP-binding immunophilin; Hsp56; Immunophilin FKBP52; p52; p59; p59 protein; Peptidyl-prolyl cis-trans isomerase FKBP4; Peptidyl-prolyl cis-trans isomerase FKBP4,N-terminally processed; peptidylprolyl cis-trans isomerase; PPIase; PPIase FKBP4; Rotamase; T-cell FK506-binding protein,59kD",,"51,805",Immunophilin protein with PPIase and co-chaperone activities. Component of steroid receptors heterocomplexes through interaction with heat-shock protein 90 (HSP90). May play a role in the intracellular trafficking of heterooligomeric forms of steroid hormone receptors between cytoplasm and nuclear compartments. The isomerase activity controls neuronal growth cones via regulation of TRPC1 channel opening. Acts also as a regulator of microtubule dynamics by inhibiting MAPT/TAU ability to promote microtubule assembly. May have a protective role against oxidative stress in mitochondria.,http://www.phosphonet.ca/default.aspx?search=Q02790,,,http://www.drugpronet.ca/ProteinInfoResult.aspx?query_string=Q02790,https://www.uniprot.org/uniprotkb/Q02790/entry,4762,https://www.phosphosite.org/proteinAction.action?id=4762&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34932,F,F,F,T,Chaperone; Heat shock protein,HSP70RY,Heat shock 70 kDa protein member 4,"APG-2; APG2; epididymis secretory sperm binding protein Li 5a; Heat shock 70 kDa protein 4; Heat shock 70-related protein APG-2; heat shock 70kD protein 4; heat shock 70kDa protein 4; heat shock protein family A (Hsp70) member 4; heat shock protein,110 kDa; HEL-S-5a; HS24/P52; hsp70; hsp70 RY; HSP70RY; HSP74; HSPA4; HSPH2; MGC131852; RY",,"94,331",Belongs to the heat shock protein 70 family.,http://www.phosphonet.ca/default.aspx?search=P34932,,,,https://www.uniprot.org/uniprotkb/P34932/entry,4150,https://www.phosphosite.org/proteinAction.action?id=4150&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P34931,F,F,F,T,Chaperone; Heat shock protein,HSPA1L,Heat shock 70 kDa protein 1-like,Epididymis secretory sperm binding protein; heat shock 10kDa protein 1-like; Heat shock 70 kDa protein 1-Hom; Heat shock 70 kDa protein 1-like; Heat shock 70 kDa protein 1L; heat shock 70kD protein-like 1; heat shock 70kDa protein 1-like; heat shock protein family A (Hsp70) member 1 like; HS71L; HSP70-1L; HSP70-Hom; HSP70T; HSPA1L; hum70t,,"70,375","Molecular chaperone implicated in a wide variety of cellular processes,including protection of the proteome from stress,folding and transport of newly synthesized polypeptides,activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system,ensuring the correct folding of proteins,the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding,ATP hydrolysis and ADP release,mediated by co-chaperones. The affinity for polypeptides is regulated by its nucleotide bound state. In the ATP-bound form,it has a low affinity for substrate proteins. However,upon hydrolysis of the ATP to ADP,it undergoes a conformational change that increases its affinity for substrate proteins. It goes through repeated cycles of ATP hydrolysis and nucleotide exchange,which permits cycles of substrate binding and release. Positive regulator of PRKN translocation to damaged mitochondria. Belongs to the heat shock protein 70 family.",http://www.phosphonet.ca/default.aspx?search=P34931,,,,https://www.uniprot.org/uniprotkb/P34931/entry,1299118,https://www.phosphosite.org/proteinAction.action?id=1299118&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P46379,F,F,F,T,Chaperone; Ubiquitin conjugating system,BAG6,Large proline-rich protein BAG6,BAG cochaperone 6; BAG family molecular chaperone regulator 6; BAG-6; BAG6; BAT3; BCL2 associated athanogene 6; BCL2-associated athanogene 6; D6S52E; G3; HLA-B associated transcript 3; HLA-B associated transcript-3; HLA-B-associated transcript 3; Large proline-rich protein BAG6; Large proline-rich protein BAT3; Protein G3; Protein Scythe; scythe,,"119,409","An ATP-dependent chaperone protein that functions as part of the BAT3 complex (minimally composed of BAG6,UBL4A and GET3),a cytosolic protein quality control complex. Maintains client proteins in a soluble state and participates to the post-translational delivery of tail-anchored (TA),type II transmembrane proteins to the endoplasmic reticulum membrane. It is recruited to ribosomes synthesizing membrane proteins,interacts with the transmembrane region of newly released TA proteins,and together with SGTA and ASNA1 mediates their delivery to the endoplasmic reticulum membrane. Alternatively,it can promote the sorting of client proteins to the proteasome where they undergo degradation. Plays a role in the endoplasmic reticulum-associated degradation (ERAD),a quality control mechanism that eliminates unwanted proteins of the endoplasmic reticulum through their retrotranslocation to the cytosol and their targeting to the proteasome. Participates in endoplasmic reticulum stress-induced apoptosis via its interaction with AIFM1 by regulating AIFM1 stability and preventing its degradation. Required for selective ubiquitin-mediated degradation of defective nascent chain polypeptides by the proteasome. In this context,may play a role in immuno-proteasomes to generate antigenic peptides via targeted degradation,thereby playing a role in antigen presentation in immune response. Additionally interacts with CTCFL,HSPA2,EP300,NCR3,ricin A chain,and L.pneumophila proteins Lpg2160 and LegU1.",http://www.phosphonet.ca/default.aspx?search=P46379,,,,https://www.uniprot.org/uniprotkb/P46379/entry,5838,https://www.phosphosite.org/proteinAction.action?id=5838&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O15444,F,T,F,F,Chemokine; Motility/polarity/chemotaxis; Secreted,CCL25,C-C motif chemokine 25,"C-C motif chemokine 25; C-C motif chemokine ligand 25; CCL25; chemokine (C-C motif) ligand 25; Chemokine TECK; Ck beta-15; Ckb15; MGC150327; SCYA25; small inducible cytokine subfamily A (Cys-Cys),member 25; Small-inducible cytokine A25; TECK; TECKvar; thymus expressed chemokine; Thymus-expressed chemokine",24-150,"16,609","Potentially involved in T-cell development. Recombinant protein shows chemotactic activity on thymocytes,macrophages,THP-1 cells,and dendritics cells but is inactive on peripheral blood lymphocytes and neutrophils. Binds to CCR9. Isoform 2 is an antagonist of isoform 1. Binds to atypical chemokine receptor ACKR4 and mediates the recruitment of beta-arrestin (ARRB1/2) to ACKR4. Belongs to the intercrine beta (chemokine CC) family.",http://www.phosphonet.ca/default.aspx?search=O15444,,,,https://www.uniprot.org/uniprotkb/O15444/entry,11965465,https://www.phosphosite.org/proteinAction.action?id=11965465&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,T,F,,,,,,,,,,,,,,,,,,,,,Protein Extracellular Mediator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P19105,F,F,F,T,Contractile protein,MRLC3,Myosin regulatory light chain 12A,"Epididymis secretory protein Li 24; HEL-S-24; ML12A; MLC-2B; MLCB; Myosin regulatory light chain 12A; Myosin regulatory light chain 2,nonsarcomeric; myosin regulatory light chain 3; myosin regulatory light chain MRCL3; Myosin regulatory light chain MRLC3; Myosin RLC; myosin,light chain 12A,regulatory,non-sarcomeric; myosin,light polypeptide,regulatory,non-sarcomeric (20kD); RLC",,"19,794","Myosin regulatory subunit that plays an important role in regulation of both smooth muscle and nonmuscle cell contractile activity via its phosphorylation. Implicated in cytokinesis,receptor capping,and cell locomotion.",http://www.phosphonet.ca/default.aspx?search=P19105,,,,https://www.uniprot.org/uniprotkb/P19105/entry,7382300,https://www.phosphosite.org/proteinAction.action?id=7382300&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P07437,F,F,T,F,Cytoskeletal protein,TUBB,Tubulin beta chain,"beta 5-tubulin; beta Ib tubulin; beta-4 tubulin; CDCBM6; CSCSC1; epididymis secretory sperm binding protein; M40; MGC117247; MGC16435; OK/SW-cl.56; TBB5; TUBB; TUBB1; TUBB5; Tubulin beta chain; tubulin beta class I; tubulin beta polypeptide; tubulin beta-1 chain; Tubulin beta-5 chain; tubulin,beta; tubulin,beta polypeptide",,"49,671","Tubulin is the major constituent of microtubules. It binds two moles of GTP,one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain.",http://www.phosphonet.ca/default.aspx?search=P07437,,,,https://www.uniprot.org/uniprotkb/P07437/entry,2690,https://www.phosphosite.org/proteinAction.action?id=2690&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P11532,F,F,F,T,Cytoskeletal protein,Dystrophin,Dystrophin,BMD; CMD3B; DMD; DXS142; DXS164; DXS206; DXS230; DXS239; DXS268; DXS269; DXS270; DXS272; Dystrophin; MRX85; truncated dystrophin,,"426,778",Anchors the extracellular matrix to the cytoskeleton via F-actin. Ligand for dystroglycan. Component of the dystrophin-associated glycoprotein complex which accumulates at the neuromuscular junction (NMJ) and at a variety of synapses in the peripheral and central nervous systems and has a structural function in stabilizing the sarcolemma. Also implicated in signaling events and synaptic transmission.,http://www.phosphonet.ca/default.aspx?search=P11532,,,,https://www.uniprot.org/uniprotkb/P11532/entry,8479,https://www.phosphosite.org/proteinAction.action?id=8479&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P68133,F,F,F,T,Cytoskeletal protein,ACTA1,"Actin,alpha skeletal muscle","ACTA; ACTA1; actin alpha 1,skeletal muscle; actin,alpha 1,skeletal muscle; Actin,alpha skeletal muscle; Actin,alpha skeletal muscle,intermediate form; ACTS; alpha skeletal muscle actin; Alpha-actin-1; ASMA; CFTD; CFTD1; CFTDM; MPFD; NEM1; NEM2; NEM3; nemaline myopathy type 3; SHPM",,"42,051",Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells. Belongs to the actin family.,http://www.phosphonet.ca/default.aspx?search=P68133,,,,https://www.uniprot.org/uniprotkb/P68133/entry,4106,https://www.phosphosite.org/proteinAction.action?id=4106&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P62736,F,F,F,T,Cytoskeletal protein,ACTA2,"Actin,aortic smooth muscle","AAT6; ACTA; ACTA2; actin alpha 2,smooth muscle; actin,alpha 2,smooth muscle,aorta; Actin,aortic smooth muscle; Actin,aortic smooth muscle,intermediate form; ACTSA; ACTVS; alpha 2 actin; alpha smooth muscle Actin; Alpha-actin-2; alpha-cardiac actin; Cell growth-inhibiting gene 46 protein; growth-inhibiting gene 46; smooth muscle actin",,"42,009",Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells. Belongs to the actin family.,http://www.phosphonet.ca/default.aspx?search=P62736,,,,https://www.uniprot.org/uniprotkb/P62736/entry,2350507,https://www.phosphosite.org/proteinAction.action?id=2350507&showAllSites=true,http://www.transcriptonet.ca/mRNASpec.aspx,https://string-db.org/cgi/input?,T,F,F,F,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
