C1,C2,C3,C4,C5,C6,C7,C8,C13,C18,C23,C9,C19,C14,C24,C10,C15,C20,C25,C15,C11,C16,C21,C26,C12,C17,C22,C27,,,
P01258,,F,T,F,F,P01258,Blood - B cells,Blood - NK cells*,Blood - T cells CD8+,Blood vessel - Artery,Heart - Coronary artery smooth muscle cells*,Heart - Microvasular cells endothelial cells*,Kidney*,Liver,Lung - Microvascular endothelial cells,Muscle - Quadriceps femoris,Nasopharynx - Epipharynx,Skin - Epidermal keratinocyte,"Spinal cord - Spinal ganglion dorsal root ganglion,trigeminal ganglion*",Thyroid gland*,,,,,,,,,,
P01270,,F,T,F,F,P01270,"Blood - NK cells,T cells CD8+,T cells CD4+,lymphoblastoid cells,B cells*",Blood - Plasma cells,Bone marrow - Endothelium progenitor cells*,Colon - Rectum,Eye - Fetal retina pigments epithelium*,Heart - Middle septum,Mouth - Oral cavoty,Skin - Fibroblasts,Thyroid - Epithelial cells*,Tongue - Squamous epithelium cells,,,,,,,,,,,,,,
P01275,,F,T,F,F,P01275,Colon - Rectosigmoid colonic mucosa,"Colon - Sigmoid,colonic mucosa*",Colonic gland (crypt),Heart - Middle septum,Ileum - Epithelium cells*,Intestine - Mucosal cells*,Lung - Microvascular - Endothelial cells,Pancreas - Islet of Langerhans*,Rectum,Thyroid,,,,,,,,,,,,,,
P01282,,F,T,F,F,P01282,Appendix*,"Blood - Peripheral - natural killer (NK) lymphocytes,T-lymphocytes - CD8+,and B-lymphocytes*","Brain - Brodmann area 46,prefrontal cortex,frontal lobe*",Brain - Cerebral cortex,"Brain - Frontal cortex,superior frontal gyrus,Brodmann (1909) area 46,dorsolateral prefrontal cortex,prefrontal cortex,temporal lobe,cerebellum,entorhinal cortex,primary visual cortex,Brodmann (1909) area 23,middle temporal gyrus,occipital lobe,postcentral gyrus,parietal lobe,and orbitofrontal cortex*",Cardiovascular system - Blood outgrowth endothelial cells,Cervix,Colon*,Colon - Descending and transverse,Colon - Mucosa,Colon - Sigmoid and rectum*,Gallbladder,Intestine - Small - Ileum and duodenum*,Lung - Microvascular - Endothelial cells,Pancreas - Pancreatic duct (duct of Wirsung)*,Prostate gland,Appendix - Vermiform,,,,,,,
P01286,,F,T,F,F,P01286,Amniotic fluid,Blood - Lymphoblastoid cells*,Blood - NK cells*,Bone marrow - Plasma cells,Brain - Brodmann area 22,Fetal oligodendrocyte cells,Heart - Atrial appendage*,Intestine - Duodenum*,Muscle - Skeletal,Thyroid,"Tonsil - CD4+ resting,CD8+ resting*",,,,,,,,,,,,,
P01298,,F,T,F,F,P01298,Blood - Peripheral - Myeloid cells,"Blood - Peripheral - Natural killer (NK) lymphocytes,T-lymphocytes - CD8+,lymphoblastoid cells and B-lymphocytes*",Blood - Peripheral - Platelets*,Bone marrow - Endothelium progenitor cells,Muscle - Skeletal - Myotubes,Pancreas - Islet of Langerhans and duct*,Skin - Fibroblasts*,Testis*,Thyroid - Epithelial cells,Tonsil - CD8+ resting T cells,,,,,,,,,,,,,,
P01303,,F,T,F,F,P01303,"Blood - B cells,NK cells,CD cells,CD4+ cells*","Brain - Associative striatum,dorsal striatum,striatum,corpus striatum,basal ganglia,caudate nucleus,putamen,accumbens nucleus,oligodendrocytes*","Brain - Caudate nucleus,telenacephalic ventricle,anterior cingulate gyrus,hippocampus",Brain - Frontal cortex,"Brain - Temporal lobe,caudate nucleus,putamen,neocortex,nucleus accumbens,orbitofrontal cortex,dorsolateral prefrontal cortex,amygdala,parietal lobe,Brodmann area 46,Ammon's horn",Eye - Optic nerve astrocyte*,Female gonad*,Heart,Olfactory apparatus,Prostate*,Seminal vesicle,Spinal Cord*,,,,,,,,,,,,
P01308,,F,T,F,F,P01308,Blood - Lymphoblastoid cells*,Colon - Colonocytes,Fetus - Amniotic fluid,Heart - Cardiomyocytes,Liver- portal triad*,Lung - Epithelial cells,Muscle - Skeletal myotubes,Pancreas - Islet of Langerhans*,Placenta,,,,,,,,,,,,,,,
P01344,,F,T,F,F,P01344,Adrenal gland,Bladder - Urinary bladder urothelium (epithelium) cells*,"Blood - Erythroid progenitors - CD34+,neutrophils,peripheral -natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD4+,CD8+*",Brain - Whole,"Colon - Sigmoid,terminal ileum,ascending",Eye - Trabecular meshwork cells,Fallopian tube*,Kidney - Metanephros*,Liver*,Ovary,Placenta*,"Placenta - Gestational structure,amniotic fluid,umbilical cord,embryo,extraembryonic tissue / fluid*",Spinal cord,Testis,Thyroid*,Umbilical cord - Vein - Vascular endothelial cells (HUVEC),,,,,,,,
P01350,,F,T,F,F,P01350,"Blood - Lymphoblastoid cells,peripheral - B-lymphocytes,natural killer (NK) lymphocytes*",Blood - Platelet (thrombocyte),Bone marrow - Plasma cells*,Brain - Diencephalon*,Colon - Rectum,Endometrium*,Heart,"Intestine - Pyloric antrum,jejunum*",Kidney,Lung - Epithelial cells,Lung - Lower lobe of lung*,Mouth - Epithelial cells,Mouth - Gingival epithelium organotypic model,Myeloid cells,Pars reticulata*,Spleen*,,,,,,,,
P01374,,F,T,F,F,P01374,"Blood - Lymphoblastoid cells,natural killer (NK) lymphocytes,T-lymphocytes - CD8+,B-lymphocytes*","Blood - Peripheral - T cells,monocyte derived macrophages*","Bone marrow,plasma cells","Brain - Anterior cingulate cortex,cerebellum *",Colon - Rectum,"Lung - Microvascular - Endothelial cells,epithelial cells*",Lymph node - Tonsil T cells*,Prostate gland*,Skin - Fibroblasts,Spleen*,Testis,,,,,,,,,,,,,
P01375,,F,T,F,F,P01375,"Blood - Lymphoblastoid cells,peripheral - T lymphocytes CD8+,macrophages CD14+*","Blood - Peripheral helper (CD4+ effector) T-cells,monocyte-derived CD14+,macrophage,peripheral tumor specific CD8+ effector T-cells,*",Epidermis - Langerhans cells*,Heart*,Lung - Epithelial cells*,Muscle - Skeletal - Myotubes,Spleen*,Synovial fluid - Mononuclear cells,Thyroid,Tonsil - T-cells,,,,,,,,,,,,,,
P01562,,F,T,F,F,P01562,Adipose tissue - Visceral omentum,"Blood - Peripheral - Mononuclear cells (PBMC),natural killer (NK) lymphocytes,T-lymphocytes - CD8+ and CD4+,macrophages - CD14+,hematopoietic stem and progenitor cells - CD34+,monocytes - CD14+*",Heart - Left ventricle,Lung - Artery - Smooth muscle cells,Lung - Pulmonary microvessel - Endothelium cells,Muscle - Skeletal - Vastus lateralis*,Teeth - Dental pulp - Dental pulp stem cells*,Umbilical cord - Artery - Endothelial cells,,,,,,,,,,,,,,,,
P01563,,F,T,F,F,P01563,"Blood - Tcells CD8+,NK cells,lymphoblastoid cells,B cells,T cells CD4+*",Bone marrow - Endothelium progenitor cells*,Lung - Microvascular endothelial cells*,Mouth - Oral cavity,Ovary - Stroma cells,Placenta,Thyroid - Epithelial cells,Tongue - Squamous epithelium cells*,Umbilical cord - Vein vascular endothelial cells,,,,,,,,,,,,,,,
P01566,,F,T,F,F,P01566,"Blood - Granulocyte (polymorphonuclear leukocyte),natural killer cells,eosinophil granulocyte,CD4+ T-large granular lymphocyte,and CD4+ activated T-cells
","Blood - Myeloid cells
",Blood - Natural killer (NK) lymphocytes*,"Blood - Platelet
*",Bone marrow - Plasma cells,Heart - Left ventricle*,Lung - Epithelial cells,Nerve - Astrocyte (unspecified),Placenta - Basal plate (37-40 weeks),Thyroid - Epithelial cells*,,,,,,,,,,,,,,
P01567,,F,T,F,F,P01567,Airway - Bronchial - Epithelial cells (HBEC),"Blood - Granulocyte (polymorphonuclear leukocyte),natural killer cells,eosinophil granulocyte,CD4+ T-large granular lymphocyte,and CD4+ activated T-cells
",Blood - Mononuclear cells (PBMC) and monocytes - CD14+*,"Blood - Myeloid cells
","Blood - Platelets
*",Breast - Epithelial cells,Heart - Left ventricle*,Lung - Epithelial cells*,Muscle - Skeletal - Vastus lateralis,Nerve - Astrocyte,,,,,,,,,,,,,,
P01568,,F,T,F,F,P01568,"Blood - Peripheral - Lymphoblastoid cells,natural killer (NK) lymphocytes,and T-lymphocytes - CD4+*",Blood - Platelet (thrombocyte),Bone marrow - Plasma cells,Heart - Left ventricle,Lung - Epithelial cells,Mouth (oral cavity) cells,Ovary - Stroma cells*,Placenta - Basal plate (37-40 weeks)*,Thyroid - Epithelial cells,Tongue squamous epithelium cells*,,,,,,,,,,,,,,
P01569,,F,T,F,F,P01569,Adrenal,"Blood - Lymphoblastoid cells,NK Cells *",Blood - Platelet*,Bone marrow*,Brain - Diencephalon*,Fallopian Tube*,Heart - Sub endocardial L ventricle,Liver - Portal triad,Lung - Lower lobe*,Mouth - Epithelial cells*,Omentum - Adipose,Placenta,Testis,Thyroid - Epithelial cells,Tongue - Squamous epithelium,,,,,,,,,
P01570,,F,T,F,F,P01570,Adipose tissue - Omental,Blood - Lymphoblastoid cells*,Bone - Growth plate,Bone marrow - Eosinophil granulocyte,"Colon - Ascending,sigmoid*",Lung - Epithelial cells,Lymph node - Inguinal lymph node*,Lymphoid tissue*,Natural killer cells,Thyroid - Epithelial cells,,,,,,,,,,,,,,
P01571,,F,T,F,F,P01571,Adrenal gland*,"Blood - Peripheral - natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+*","Blood - Platelet,myeloid cells,granulocyte,natural killer cells,eosinophil granulocyte,and peripheral blood CD4+ T-large granular lymphocyte*",Brain - Astrocyte,Brain - Diencephalon*,Heart - Right ventricle*,Kidney - Proximal tubule - Epithelial cells,Liver,Lung - Epithelial cells,Lymph node,Placenta - Basal plate (37-40 weeks),Small intestine,Thyroid - Epithelial cells*,,,,,,,,,,,
P01574,,F,T,F,F,P01574,Blood - Natural killer cells*,"Blood - Peripheral - T lymphocytes CD8+,natural killer (NK) lymphocytes,T lymphocytes CD4+,B lymphocytes*",Bone marrow - Myeloid cells,Bone marrow - Plasma cells,Brain - Brodmann area 10,Colon - Rectum,Liver - Portal triad (portal tract)*,Lung - Epithelial cells,Placenta*,Synovial fluid - Mononuclear cells,,,,,,,,,,,,,,
P01579,,F,T,F,F,P01579,Blood - Peripheral - CD4+ T-large granular lymphocyte*,Blood - Peripheral - Helper (CD4+ effector) T-cells*,"Blood - Peripheral - Lymphoblastoid cells,T-lymphocytes - CD8+ and CD4+,B-lymphocytes,and natural killer (NK) lymphocytes*",Colon - Sigmoid,Lung*,Mouth - Epithelial cells,Thyroid,Tonsil - T-cells,Umbilical cord - Vein - Vascular endothelial cells (HUVEC)*,,,,,,,,,,,,,,,
P01583,,F,T,F,F,P01583,Bladder - Urothelium (epithelium) cells*,"Blood - Lymphoblastoid cells,peripheral - T lymphocytes CD8+*",Blood vessel - Microvascular endothelium cells,Colon - Terminal ileum,Heart - Microvascular - Endothelial cells,"Lung - Bronchial (primary,main stem) epithelium cells,large airway cells,alveolar macrophage*",Lung - Microvascular - Endothelial cells,"Mouth - Gingival epithelium,buccal epithelium*",Nasal cavity - Epithelium cells,Oral cavity*,Placenta,Testis*,Umbilical cord - Mast cells*,Vagina,,,,,,,,,,
P01584,,F,T,F,F,P01584,Adipose tissue - Omental,Bladder - Urothelium epithelial cells,Blood - Peripheral - Lymphoblastoid cells and T-lymphocytes - CD8+*,Bone marrow,Cartilage - Synovial fluid mononuclear cells*,Fallopian tube,Lung*,Lung - Bronchial epithelium cells and large airway cells*,Lung - Microvascular - Endothelial cells,Muscle - Smooth - Coronary,Placenta,Prostate - Endothelial cells - CD31+*,Spleen*,Stomach,Tonsil - Activated T cells*,,,,,,,,,
P01588,,F,T,F,F,P01588,Blood - Lymphocytes*,Blood - Platelets*,Bone marrow - Myeloid cells,Colon *,Heart - Microvascular - Endothelial cells,Liver - Portal triad*,Lung - Microvascular - Endothelial cells,Lymph node - Tonsil T cells*,Muscle - Skeletal - Myotubes,Pancreas,Uterus*,,,,,,,,,,,,,
P02775,,F,T,F,F,P02775,Adipose tissue - Abdominal region,"Blood - Peripheral - Platelets,B-lymphocytes,natural killer (NK) lymphocytes,leukocytes,hematopoietic stem and progenitor cells - CD34+,monocytes - CD14+,mononuclear cells (PBMC),and macrophages - CD14+*","Blood - Platelet,myeloid cells,mononuclear cells*",Bone - Trabecular bone tissue*,Bone - Transiliac crest core,Bone marrow - Mononuclear cells*,Bone marrow - Plasma cells,Brain - Diencephalon,Heart,Liver,Lung*,Lung - Epithelial cells,Placenta*,Skin - Fibroblasts,Spleen*,,,,,,,,,
P02776,,F,T,F,F,P02776,"Blood - Peripheral - Platelets,leukocytes,natural killer (NK) lymphocytes,B-lymphocytes,T-lymphocytes - CD8+,mononuclear cells (PBMC),*",Blood - Peripheral blood mononuclear cells,"Blood - Platelet (thrombocyte),myeloid cells,peripheral blood leukocytes*",Bone - Trabecular bone tissue,Bone - Transiliac crest core,Bone marrow - Endothelium progenitor cells*,Bone marrow mononuclear cells,Brain - Diencephalon,Heart,Liver*,Lung*,Lung - Epithelial cells,Skin - Fibroblasts,Spleen*,Thyroid*,,,,,,,,,
P02778,,F,T,F,F,P02778,"Blood - Lymphoblastoid cells,macrophages - CD14+",Blood - Macrophage - Monocyte derived macrophage*,"Colon - Ascending,terminal ileum*",Colon - Rectum,Eye - Conjunctiva - Tarsal conjunctiva,"Gland - Parotid gland,thyroid gland,thoracic mammary gland*",Liver,Lung *,Lung - Epithelium of bronchus*,Lymph node - Inguinal lymph node - Lymphoid tissue,Nasal cavity epithelium,Pancreatic islet (islet of Langerhans)*,Prostate gland,Skin - Fibroblasts,Small intestine,Spleen*,Synovial fluid mononuclear cells,Umbilical cord - Mast cells*,Appendix - Vermiform,,,,,
P02818,,F,T,F,F,P02818,Adrenal gland*,Bone - Transiliac crest core and osteoblast*,Brain - Diencephalon*,Brain - Frontal,Cartilage - Growth plate*,Colon - Sigmoid and rectum,Eye - Fetal retina pigment epithelium and fetal retina,Heart - Middle septum*,Intestine - Small,Liver - Portal triad (portal tract),Muscle - Skeletal - Myotubes,Nose - nasal epithelium cells,Placenta*,,,,,,,,,,,
P03971,,F,T,F,F,P03971,"Blood - Peripheral - Natural killer (NK) lymphocytes,T-lymphocytes - CD8+ and CD4+,and lymphoblastoid cells *",Brain,Brain - Cerebellum*,"Colon - Terminal ileum,sigmoid,and ascending*",Heart,Lung - Microvascular - Endothelial cells,Ovary - Ovarian follicle cells - Cumulus cells*,Testis*,Tonsil - CD4+ resting and activated T-cells,Tonsil - CD8+ resting and activated T-cells*,Tonsil- tonsillar natural killer cells,,,,,,,,,,,,,
P04085,,F,T,F,F,P04085,Amniotic fluid*,"Blood - Lymphoblastoid cells,peripheral - T lymphocytes CD8+,B lymphocytes,natural killer (NK) lymphocytes,T lymphocytes CD4+,platelets*",Brain - Diencephalon*,"Brain - Frontal cortex,temporal lobe*",Brain - Internal (medial) globus pallidus,Colon - Rectum,Epidermis - Langerhans cells*,Heart - Coronary artery endothelium cells,"Heart - Microvascular - Endothelial cells,subendocardial left ventricle*",Muscle - Skeletal - Myotubes,Pancreas,Placenta,Prostate,Small intestine*,Testis*,Thoracic mammary gland,Vagina,,,,,,,
P04090,,F,T,F,F,P04090,"Blood - Peripheral blood CD4+ naive regulatory T-cells,lymph node CD4+ T-cells,peripheral blood CD4+ memory regulatory T-cells,bone marrow CD4+ T-cells,eosinophil granulocyte,peripheral blood CD4+ memory T-cells,tumor derived CD8+ T-cells,peripheral blood CD4+ activated T-cells*",Bronchia - Bronchial epithelial cells,"Colon - Terminal ileum,ascending,sigmoid,rectum*",Eye - Fetal retina pigment epithelium*,Female gonad*,Kidney*,Lung,Lung - Epithelial cells,"Male organ - Prostate gland,testis*",Mouth - Epithelial cells,Ovary,Pituitary gland,Spleen,Testis*,Thyroid,,,,,,,,,
P04141,,F,T,F,F,P04141,"Blood - Peripheral - natural killer (NK) lymphocytes,lymphoblastoid cells,B-lymphocytes,T-lymphocytes - CD8+ *",Colon - Terminal ileum,Heart - Microvascular - Endothelial cells,Lung*,"Lung - Aveoli - Cuboidal alveolar type 2 cells (AT2),pulmonary myofibroblasts,endothelial cells",Microvascular endothelium cells*,,,,,,,,,,,,,,,,,,
P05000,,F,T,F,F,P05000,Amniotic Fluid,Blood - Leukocytes*,"Blood - Lymphoblastoid cells,T Lymphocytes,NK Cells,B Lymphocytes*",Bone marrow - Erythroblasts,Brain - Globus pallidus,Brain - Brodmann area 22*,"Colon - Ascending,sigmoid*",Intestine - Terminal illeum,Lung - Endothelium,Placenta,,,,,,,,,,,,,,
P05013,,F,T,F,F,P05013,Blood - Lymphoblastoid cells*,Brain - Diencephalon*,"Brain - Pars reticulata,pars compacta,Brodmann area 10,*",Colon - Rectum,Eye - Optic nerve head - Astrocytes,Heart,Liver,Muscle - Skeletal - Myotubes*,Small intestine*,Stomach - Cardia,Throat - Pharyngeal mucosa,Thyroid - Epithelial cells,,,,,,,,,,,,
P05014,,F,T,F,F,P05014,Adrenal gland*,Astrocyte,"Blood - Granulocyte (polymorphonuclear leukocyte),granulocyte (polymorphonuclear leukocyte),natural killer cells,eosinophil granulocyte,peripheral blood CD4+ T-large granular lymphocyte,peripheral blood CD4+ activated T-cells,orthochromatophilic normoblast (late erythroblasts)*",Blood - Platelet (thrombocyte)*,Brain - Diencephalon*,Colon,Heart - Subendocardial left ventricle*,Lung - Epithelial cells,Lymph node,Myeloid cells,Placenta*,Small intestine,Thyroid - Epithlial cells,,,,,,,,,,,
P05015,,F,T,F,F,P05015,Adrenal gland*,Blood - Eosinophil granulocytes*,Blood - natural killer cells,Blood - Peripheral - B lymphocytes*,Bone - Growth plate,Brain - Diencephalon*,Heart - Subendocardial left ventricle,Liver,Lymph node*,Mouth - Epithelial cells*,Nasopharynx (epipharynx),Placenta - Basal plate (37-40 weeks),Small intestine,Thyroid - Epithelial cells,,,,,,,,,,
P05019,,F,T,F,F,P05019,Adipose tissue - Abdominal region and subcutaneous adipose tissue,Blood - Erythroid progenitors - CD34+ and lymphoblastoid cells *,Female reproductive system,Heart - Microvascular - Endothelial cells and subendocardial left ventricle,Liver*,Lung - Microvascular - Endothelial cells,Male reproductive system cells*,Parietal pleura,Prostate - Prostatic stroma cells - Prostatic stroma fibromuscular cells*,Skin - Upper nates,Spleen,Testis*,Umbilical cord - Mast cells*,Urethra,Uterine cervix*,Uterus - Endometrium*,"Uterus - Uterine cervix,uterine myometrium,and uterine endometrium",,,,,,,
P05111,,F,T,F,F,P05111,Adrenal gland - Adrenal cortex*,Brain - Cerebellum,"Colon - Terminal ileum,sigmoid*",Endocrine system (except testis and ovary),Female gonad*,Heart - Subendocardial left ventricle,Muscle - Skeletal - Myotubes,"Ovary - Ovarian granulosa cells,follicle cells,cumulus cells*",Placenta*,Placenta - Basal plate (37-40 weeks)*,Testis *,Thyroid - Epithelial cells,,,,,,,,,,,,
P05112,,F,T,F,F,P05112,"Blood -natural killer (NK) lymphocytes,T-lymphocytes - CD8+,lymphoblastoid cells,B-lymphocytes,Helper T-lymphocytes - CD4+*",Bone marrow - Endothelium progenitor cells*,"Colon - Terminal ileum,sigmoid,ascending*",Heart - Microvascular - Endothelial cells,Liver - Portal triad (portal tract),Lung - Microvascular - Endothelial cells,Pancreas - Pancreatic islet (islet of Langerhans),Pituitary gland*,Testis*,Thyroid - Epithelial cells,,,,,,,,,,,,,,
P05113,,F,T,F,F,P05113,"Blood - Peripheral - T-lymphocytes - CD8+,lymphoblastoid cells,natural killer (NK) lymphocytes,T-lymphocytes - CD4+,B-lymphocytes,platelets*","Bone marrow - Myeloid cells,plasma cells",Colon - Rectum,Heart - Cardiomyocyte*,Intestine - Mucosal cells,Liver - Portal triad,Oral cavity - Tongue squamous epithelium cells,Testis*,Thyroid - Epithelial cells*,,,,,,,,,,,,,,,
P05230,,F,T,F,F,P05230,Adipose tissue - Omental,"Blood - Erythroid progenitors - CD34+,lymphoblastoid cells,peripheral -B-lymphocytes,T-lymphocytes - CD8+,CD4+,natural killer (NK) lymphocytes*","Brain - Subthalamic nucleus,medulla oblongata,dorsal plus ventral thalamus,corpus callosum,substantia nigra,ventral tegmental area,hypothalamus,Brodmann (1909) area 46,amygdala,Ammon's horn,frontal cortex,prefrontal cortex,putamen,nucleus accumbens*","Brain - Brain - Globus pallidus,associative striatum,dorsal striatum,middle temporal gyrus,corpus callosum,hippocampus,caudate nucleus,temporal lobe,occipital lobe,cerebellum,parietal lobe,cerebral cortex,postcentral gyrus,dorsolateral prefrontal cortex*",Colon - Sigmoid,"Ganglion - Inferior vagus X ganglion,trigeminal ganglion,dorsal root ganglion",Heart*,"Heart - Subendocardial left ventricle,microvascular - Endothelial cells*",Kidney - Glomerulus*,Kidney - Right renal cortex,Knee joint - Genu,Spinal cord*,Thyroid - Epithelial cells,,,,,,,,,,,
P05231,,F,T,F,F,P05231,Adipose tissue - Omental,Adrenal gland,Aorta - Smooth muscle cells,Artery - Left internal mammary,"Blood - Peripheral - T-lymphocytes - CD8+ and CD4+,lymphoblastoid cells,and natural killer (NK) lymphocytes*",Cartilage - Layer of synovial tissue*,Colon - Ascending,Colon - Sigmoid*,Fallopian tube,Heart,Lung*,Lung - Visceral pleura*,Microvascular- endothelial cells*,Pancreas - Islet of Langerhans,"Prostate - Endothelial cells - CD31+,luminal secretory - CD26a+ and stroma cells",Prostate - Stroma fibromuscular cells*,Spleen,Umbilical cord - Mast cells*,,,,,,
P05305,,F,T,F,F,P05305,Adipose tissue - Omental,Brain,Brain - Diencephalon,"Cardiovascular system - Microvascular endothelium cells,coronary artery endothelium cells,blood outgrowth endothelial cells*",Colon - Mucosa,Fallopian tube,Heart - Right atrial appendage and left ventricular free wall - Myocardial cells*,Intestine - Small*,Lung - Artery - Endothelial cells,Lung - Lower lobe and upper lobe*,Placenta,Skin - Dermal - Endothelial cells,Spinal cord,Thoracic mammary gland*,"Umbilical cord - Umbilical vein endothelium cells,umbilical cord cells*",,,,,,,,,
